conversation_id,turn_index,role,content,language
conv_05970,1,user,"Oru software release-ku Coding, Code Review, Testing, Deployment nu naalu steps irukku. Code Review start aaganumna Coding complete aaganum. Testing start aaganumna Code Review complete aaganum. Deployment start aaganumna Testing complete aaganum. Ippo Deployment start aagirukku na previous steps pathi enna conclude panna mudiyum?",tanglish
conv_05970,2,assistant,"Deployment start aaganumna Testing complete aagirukkanum. Testing-ku munnadi Code Review complete aagirukkanum, Code Review-ku munnadi Coding complete aagirukkanum. Adhanala Coding, Code Review, Testing moonu previous steps-um complete aagirukkanum.",tanglish
conv_05970,3,user,Coding complete nu mattum therinja Deployment ready nu conclude panna mudiyuma?,tanglish
conv_05970,4,assistant,Mudiyadhu. Coding complete aagirukkaradhu first prerequisite mattum. Deployment-ku munnadi Code Review matrum Testing-um complete aaganum. Adhanala Coding completion mattum vechu Deployment ready nu conclude panna mudiyadhu.,tanglish
conv_05971,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05971,1,user,"Oru school bus-la 32 students irundhanga. First stop-la sila students erangina apram 25 students remaining. Second stop-la 6 students yerinaanga. First stop-la ethana students eranginaanga, second stop apram total ethana students iruppanga?",tanglish
conv_05971,2,assistant,"Start-la 32 students, first stop apram 25 remaining. Adhanala 32 - 25 = 7 students first stop-la eranginaanga. Second stop-la 6 students yerina 25 + 6 = 31 students bus-la iruppanga.",tanglish
conv_05971,3,user,Adutha stop-la bus-la irukkura students-la 10 per erangina remaining ethana?,tanglish
conv_05971,4,assistant,Second stop apram 31 students irundhanga. Adhula 10 per erangina 31 - 10 = 21. Adhanala 21 students remaining.,tanglish
conv_05972,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05972,1,user,Ella gold members-kum lounge access irukku. Lounge access irukkura sila members-kku priority boarding-um irukku. Vimal gold member nu theriyum. Indha information base-la Vimal-kku lounge access irukku nu solla mudiyuma? Priority boarding irukku nu solla mudiyuma?,tanglish
conv_05972,2,assistant,"Vimal-kku lounge access irukku nu definite-ah solla mudiyum, yenna ella gold members-kum lounge access irukku. Aana priority boarding irukku nu definite-ah solla mudiyadhu. Lounge access irukkura sila members-kku mattum priority boarding irukku; Vimal andha group-la irukkaaru nu information illa.",tanglish
conv_05972,3,user,Vimal-kku priority boarding-um irukku nu additional clue kudutha rendu benefits-um confirm aaguma?,tanglish
conv_05972,4,assistant,Aama. Gold member condition moolama lounge access confirm aagudhu. Priority boarding direct additional clue moolama confirm aagudhu. Adhanala Vimal-kku rendu benefits-um irukku nu solla mudiyum.,tanglish
conv_05973,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05973,1,user,"Naalu friends P, Q, R, S oru row-la ukkaranum. P left end-la irukkanum. Q, P-kku immediate right-la irukkanum. S right end-la irukkanum. R remaining seat-la irukkanum. Left-lendhu right varaikkum seating order enna?",tanglish
conv_05973,2,assistant,"P left end-na first seat. Q, P-kku immediate right-na second seat. S right end-na fourth seat. Remaining third seat R-kku. Adhanala order P - Q - R - S.",tanglish
conv_05973,3,user,R-kku immediate left matrum right-la yaar irukkaanga?,tanglish
conv_05973,4,assistant,"Order P - Q - R - S. Adhanala R-kku immediate left-la Q, immediate right-la S irukkaanga.",tanglish
conv_05974,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05974,1,user,"Naan west direction-ai face panni nikkiren. Left turn panni 10 metre nadakkiren, apram left turn panni 6 metre nadakkiren, apram right turn panni 3 metre nadakkiren. Final-ah endha direction-ai face pannitu iruppen?",tanglish
conv_05974,2,assistant,West-lendhu left turn pannina south direction. South-lendhu left turn pannina east. East-lendhu right turn pannina south. Adhanala final-ah south direction-ai face pannitu iruppeenga.,tanglish
conv_05974,3,user,Ippo north direction-ai face pannanum na ethana degree turn pannanum?,tanglish
conv_05974,4,assistant,"Ippo south direction-ai face pannureenga. North, south-oda opposite direction. Adhanala north face panna 180 degree turn pannanum.",tanglish
conv_05975,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05975,1,user,"Oru class test-la 5 questions irukku. Ovvoru correct answer-ku 3 marks, wrong answer-ku 1 mark minus, answer pannaadha question-ku 0 marks. Arun 3 correct, 1 wrong, 1 unanswered na final score evlo?",tanglish
conv_05975,2,assistant,3 correct answers-ku 3 × 3 = 9 marks. 1 wrong answer-ku 1 mark subtract aagum. Unanswered question-ku 0. Adhanala final score 9 - 1 = 8 marks.,tanglish
conv_05975,3,user,Wrong answer-um correct-a irundhirundha score ethana aagirukkum?,tanglish
conv_05975,4,assistant,"Appo 4 correct, 0 wrong, 1 unanswered aagum. 4 × 3 = 12 marks. Adhanala final score 12 marks aagirukkum.",tanglish
conv_05976,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05976,1,user,"Oru family-la Geetha, Priya-oda amma. Priya, Sanjay-oda akka. Sanjay, Rohan-oda appa. Indha information base-la Geetha-kku Rohan enna relationship, Priya-kku Rohan enna relationship?",tanglish
conv_05976,2,assistant,"Geetha Priya-oda amma. Priya Sanjay-oda akka na Geetha Sanjay-kum amma. Sanjay Rohan-oda appa, adhanala Geetha Rohan-oda paati. Priya Sanjay-oda akka, so Priya Rohan-oda athai.",tanglish
conv_05976,3,user,Rohan perspective-la Sanjay enna relationship?,tanglish
conv_05976,4,assistant,Sanjay Rohan-oda appa nu direct-ah kuduthirukku. Adhanala Rohan perspective-la Sanjay avaroda appa.,tanglish
conv_05977,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05977,1,user,Oru factory-la Machine A 1 hour-la 30 units produce pannudhu. Machine B adhe time-la Machine A-vai vida 10 units adhigam produce pannudhu. Rendu machines-um 4 hours continuous-ah work panna total production ethana?,tanglish
conv_05977,2,assistant,"Machine A oru hour-la 30 units. Machine B 10 units adhigam, so oru hour-la 40 units. Rendu machines serndhu oru hour-la 70 units. 4 hours-la 70 × 4 = 280 units produce aagum.",tanglish
conv_05977,3,user,Machine A mattum additional-ah 2 hours work panna overall production ethana aagum?,tanglish
conv_05977,4,assistant,First 4 hours-la rendu machines serndhu 280 units produce pannirukku. Machine A additional 2 hours-la 2 × 30 = 60 units produce pannum. Overall production 280 + 60 = 340 units.,tanglish
conv_05978,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05978,1,user,Oru rule irukku: order amount 1000 rupees-ku mela irundha free delivery. Ravi order amount exactly 1000 rupees. Meena order amount 1001 rupees. Indha rule base-la yaarukku free delivery kidaikkum?,tanglish
conv_05978,2,assistant,"Rule ""1000 rupees-ku mela"" nu solludhu. Ravi amount exactly 1000, adhanala condition satisfy aagaadhu. Meena amount 1001, adhu 1000-ai vida mela. So Meena-kku free delivery kidaikkum; Ravi-kku indha rule base-la kidaikkaadhu.",tanglish
conv_05978,3,user,Rule 1000 rupees illa adhukku mela nu change aana Ravi-kum free delivery kidaikkuma?,tanglish
conv_05978,4,assistant,Aama. Rule 1000 rupees illa adhukku mela nu change aana exactly 1000-um eligible. Adhanala Ravi-kum free delivery kidaikkum.,tanglish
conv_05979,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05979,1,user,"Oru bag-la 3 red, 3 blue, 3 green, 3 yellow socks irukku. Paakama socks edukkumbodhu same colour-la rendu socks kandippa kidaikka minimum ethana socks edukkanum? Worst-case reasoning-oda explain pannunga.",tanglish
conv_05979,2,assistant,"Worst case-la mudhal 4 socks red, blue, green, yellow nu ovvoru colour-lendhu onnu onna varalaam. Appo pair kidaikkaadhu. Aindhavadhu sock endha colour-a irundhaalum already vandha naalu colours-la edhaavadhu onnu repeat aagum. Adhanala minimum 5 socks edutha same colour pair kandippa kidaikkum.",tanglish
conv_05979,3,user,Naalu socks edutha pair kidaikka chance irundhaalum guarantee illa nu sollalama?,tanglish
conv_05979,4,assistant,"Aama. Naalu socks-la pair kidaikka chance irukku, aana red, blue, green, yellow nu naalu different colours varra possibility-um irukku. Adhanala 4 socks-la pair guarantee illa.",tanglish
conv_05980,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05980,1,user,"Oru office-la 50 employees irukkaanga. 28 per work from home prefer pannuraanga, 26 per office prefer pannuraanga, 10 per rendu options-um okay nu solluraanga. At least oru option prefer pannura employees ethana, rendu options-um prefer pannaadha employees ethana?",tanglish
conv_05980,2,assistant,"Work from home 28 + office 26 = 54. Rendu options-um okay nu sonna 10 per double count aagirukkaanga, so at least oru option prefer pannuravanga 54 - 10 = 44. Total 50-la 44-ai subtract pannina rendu options-um prefer pannaadhavanga 6 per.",tanglish
conv_05980,3,user,Work from home mattum prefer pannuravanga ethana per?,tanglish
conv_05980,4,assistant,Work from home prefer pannura total 28 per. Adhula 10 per rendu options-um prefer pannuraanga. So work from home mattum prefer pannuravanga 28 - 10 = 18 per.,tanglish
conv_05981,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05981,1,user,Oru train 9:15 AM-ku station A-lendhu start aagudhu. Station B reach panna 1 hour 25 minutes aagum. Anga 10 minutes stop pannitu Station C-ku innum 55 minutes travel pannum. Station C reach time enna?,tanglish
conv_05981,2,assistant,9:15 AM-ku start panni 1 hour 25 minutes travel pannina Station B-ai 10:40 AM-ku reach pannum. 10 minutes stop pannina 10:50 AM-ku kelambum. Innum 55 minutes travel pannina Station C-ai 11:45 AM-ku reach pannum.,tanglish
conv_05981,3,user,Station B-la stop 25 minutes-a irundha Station C reach time enna aagum?,tanglish
conv_05981,4,assistant,Station B-ai 10:40 AM-ku reach pannum. 25 minutes stop pannina 11:05 AM-ku kelambum. 55 minutes travel pannina Station C-ai 12:00 PM-ku reach pannum.,tanglish
conv_05982,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05982,1,user,Ella supervisors-um staff members. Endha intern-um supervisor illa. Kavin oru intern. Indha statements base-la Kavin supervisor illa nu conclude panna mudiyuma? Kavin staff member illa nu conclude panna mudiyuma?,tanglish
conv_05982,2,assistant,"Kavin supervisor illa nu definite-ah conclude panna mudiyum, yenna endha intern-um supervisor illa, Kavin intern. Aana Kavin staff member illa nu conclude panna mudiyadhu. Interns staff members-a irukka koodadhu nu endha rule-um kudukkala.",tanglish
conv_05982,3,user,Kavin staff member nu additional-ah sonna existing statements-oda contradiction varuma?,tanglish
conv_05982,4,assistant,"Contradiction varaadhu. Kavin intern, adhanala supervisor illa. Aana staff member-a irukka restriction illa. So Kavin intern-um staff member-um irukkalaam, supervisor mattum irukka mudiyadhu.",tanglish
conv_05983,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05983,1,user,"Ainthu books P, Q, R, S, T shelf-la arrange pannirukku. P, Q-ku left-la. R, Q-ku immediate right-la. S, P-ku left-la. T, R-ku right-la. Indha clues base-la left-lendhu right varaikkum complete order enna?",tanglish
conv_05983,2,assistant,"S, P-ku left-la irukkanum; P, Q-ku left-la irukkanum. R, Q-ku immediate right, so Q-R pair together varanum. T, R-ku right-la. Indha constraints ellam sertha order S - P - Q - R - T.",tanglish
conv_05983,3,user,"Middle position-la endha book irukku, adhoda immediate right-la endha book?",tanglish
conv_05983,4,assistant,"Ainthu books-la third position middle. Order S - P - Q - R - T, so middle-la Q irukku. Q-voda immediate right-la R irukku.",tanglish
conv_05984,0,system,"You are Swico, a helpful AI assistant. Understand the user's question and provide a simple, clear, accurate, and relevant answer in Tanglish using Tamil words written in English letters.",en
conv_05984,1,user,"Oru farmer-kitta chickens matrum goats serthu 20 animals irukku. Total legs 56. Ovvoru chicken-ku 2 legs, ovvoru goat-ku 4 legs na chickens ethana, goats ethana nu reasoning-oda solve pannunga.",tanglish
conv_05984,2,assistant,"Ella 20 animals-um chickens nu temporary-ah assume pannina 20 × 2 = 40 legs varum. Actual legs 56, difference 16. Oru chicken-ai goat-a replace pannumbodhu 2 extra legs varum. 16 ÷ 2 = 8, so 8 goats. Remaining 20 - 8 = 12 chickens. Adhanala 12 chickens, 8 goats.",tanglish
